"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"74","31061","2369000","Anza Vista","ANZAVISTA AVE","2","TERRA VISTA AVE","VEGA ST","Anzavista Avenue from Terracera Vista Avenue to Vega Street","Speed Hump","1","<Null>","2021",,"FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.445440229 37.780125041, -122.445457464 37.780406955, -122.445477029 37.780733547, -122.445508713 37.78088136)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"75","31091","2306000","Lone Mountain","ANZA ST","2","WOOD ST","COLLINS ST","Anza Street from Wood Street to Collins Street","<Null>","<Null>","<Null>","<Null>",,"FY 2020-2021","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.448791248 37.780881663, -122.449302527 37.780817065)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"76","31092","2307000","Lone Mountain","ANZA ST","1, 2","COLLINS ST","WOOD ST","Anza Street from Collins Street to Wood Street","3-Lump Speed Cushion","1","5","2022","2022/05/01","FY 2021-2022","Anza St Bike Traffic Calming","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.449302527 37.780817065, -122.449817447 37.780752006)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"77","31093","2308000","Lone Mountain","ANZA ST","2","BLAKE ST","COLLINS ST","Anza Street from Blake Street to Collins Street","3-Lump Speed Cushion","1","5","2022","2022/05/01","FY 2021-2022","Anza St Bike Traffic Calming","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.449817447 37.780752006, -122.450843848 37.780622315)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"78","31094","2309000","Lone Mountain","ANZA ST","2","BLAKE ST","COOK ST","Anza Street from Blake Street to Cook Street","3-Lump Speed Cushion","1","11","2023","2023/11/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.450843848 37.780622315, -122.451869239 37.78049274)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"79","31095","2310000","Lone Mountain","ANZA ST","1","COOK ST","SPRUCE ST","Anza Street from Cook Street to Spruce Street","3-Lump Speed Cushion","1","11","2023","2023/11/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.451869239 37.78049274, -122.452895517 37.780363045)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"80","31096","2311000","Lone Mountain","ANZA ST","2","SPRUCE ST","PARKER AVE","Anza Street from Spruce Street to Parker Avenue","3-Lump Speed Cushion","1","11","2023","2023/11/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.452895517 37.780363045, -122.45387663 37.780239049)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"82","31110","2325000","Inner Richmond","ANZA ST","1","08TH AVE","09TH AVE","Anza Street from 8th Avenue to 9th Avenue","Speed Hump","1","1","2020","2020/01/01",,"8th Ave Neighborway","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.4662881 37.778993933, -122.46735401 37.778945797)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"84","31155","2279000","Bernal Heights South","ANDOVER ST","9","ELLERT ST","NEWMAN ST","Andover Street from Ellert Street to Newman Street","Speed Hump","1","12","2015","2015/12/01","FY 2004-2005","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.416518762 37.738289926, -122.416574952 37.737668423)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"85","31158","2282000","Bernal Heights South","ANDOVER ST","9","HIGHLAND AVE","PARK ST","Andover Street from Highland Avenue to Park Street","Speed Hump","1","12","2015","2015/12/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.416631383 37.737037438, -122.41669582 37.736316942)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"87","31198","2232000","Ingleside Terrace","ALVISO ST","7","HOLLOWAY AVE","ESTERO AVE","Alviso Street from Holloway Avenue to Estero Avenue","Speed Hump","2","3","2021","2021/03/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469739692 37.721644376, -122.46957807 37.722164864, -122.469275134 37.722825642)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"88","31199","2233000","Ingleside Terrace","ALVISO ST","7","ESTERO AVE","URBANO DR","Alviso Street from Estero Avenue to Urbano Drive","Speed Hump","2","3","2021","2021/03/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469275134 37.722825642, -122.468730232 37.723625541)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"89","31231","2183101","Ingleside Heights","ALEMANY BLVD","7","VICTORIA ST","RAMSELL ST","Alemany Boulevard from Victoria Street to Ramsell Street","Speed Radar Sign","2","7","2016","2016/07/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.465270283 37.711762059, -122.465372695 37.711714685, -122.465916917 37.711692493, -122.466164675 37.711654547)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"90","31244","2190000","Marina","ALHAMBRA ST","2","MALLORCA WAY","PIERCE ST","Alhambra Street from Mallorca Way to Pierce Street","Speed Hump","2","0","2014","2014/01/01","FY 2011-2012","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.438000201 37.802557283, -122.438049141 37.802511048, -122.438782959 37.8019945, -122.439703768 37.801537427)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"91","31253","2199000","Crocker Amazon","ALLISON ST","11","BRUNSWICK ST","HANOVER ST","Allison Street from Brunswick Street to Hanover Street","3-Lump Speed Cushion","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.441130269 37.711211156, -122.440597615 37.709945818)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"92","31264","2210000","Visitacion Valley","ALPHA ST","10","GOETTINGEN ST","TUCKER AVE","Alpha Street from Goettingen Street to Tucker Avenue","Speed Table","1","04","2026","2026/04/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.402090828 37.716060525, -122.402315781 37.715854789, -122.402445288 37.715664684, -122.402561392 37.715557558)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"93","20737","11667000","Visitacion Valley","SAWYER ST","10","VISITACION AVE","SUNNYDALE AVE","Sawyer Street from Visitacion Avenue to Sunnydale Avenue","3-Lump Speed Cushion","2","03","2026","2026/03/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.414369812 37.713246641, -122.415080545 37.711655034)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"94","20739","11669000","Visitacion Valley","SAWYER ST","10","SUNRISE WAY","CALGARY ST \ VELASCO AVE","Sawyer Street from Sunrise Way to Calgary Street \ Velasco Avenue","Speed Bump","1","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.415955916 37.709694868, -122.416010905 37.70956513, -122.415996996 37.709420018, -122.415951763 37.709243118, -122.415963999 37.708995339)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"95","20748","11589000","Mission Terrace","SANTA ROSA AVE","11","MISSION ST","ALEMANY BLVD","Santa Rosa Avenue from Mission Street to Alemany Boulevard","3-Lump Speed Cushion","1","2","2022","2022/02/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.433982356 37.72576179, -122.435990945 37.72671922)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"96","20751","11592000","Mission Terrace","SANTA ROSA AVE","11","CAPISTRANO AVE","SAN GABRIEL AVE","Santa Rosa Avenue from Capistrano Avenue to San Gabriel Avenue","3-Lump Speed Cushion","2","5","2018","2018/05/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.438084728 37.727860533, -122.439096724 37.728404171)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"97","20752","11593000","Mission Terrace","SANTA ROSA AVE","11","SAN GABRIEL AVE","SAN JOSE AVE","Santa Rosa Avenue from San Gabriel Avenue to San Jose Avenue","3-Lump Speed Cushion","2","5","2018","2018/05/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.439096724 37.728404171, -122.440062034 37.728922715)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"98","20756","11597000","Mission Terrace","SANTA YNEZ AVE","11","CAPISTRANO AVE","CAYUGA AVE","Santa Ynez Avenue from Capistrano Avenue to Cayuga Avenue","Speed Hump","1","2","2022","2022/02/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.438684008 37.723809325, -122.439338779 37.724159111)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"99","20758","11599000","Mission Terrace","SANTA YNEZ AVE","11","OTSEGO AVE","DELANO AVE","Santa Ynez Avenue from Otsego Avenue to Delano Avenue","3-Lump Speed Cushion","1","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.440316502 37.724681409, -122.441619076 37.725380392)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"100","20768","11609000","Golden Gate Heights","SANTIAGO ST","7","17TH AVE","18TH AVE","Santiago Street from 17th Avenue to 18th Avenue","Speed Hump","1","3","2022","2022/03/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.473684383 37.745011556, -122.474753795 37.744964031)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"101","20064","12265000","Visitacion Valley","SUNNYDALE AVE","10","SAWYER ST","GARRISON AVE","Sunnydale Avenue from Sawyer Street to Garrison Avenue","5-Lump Speed Cushion","2","03","2026","2026/03/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.412887439 37.711036168, -122.415080545 37.711655034)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"103","20066","12267000",,"SUNNYDALE AVE","10","HAHN ST","SANTOS ST","Sunnydale Avenue from Hahn Street to Santos Street","5-Lump Speed Cushion","1","7","2004","2004/07/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.41600028 37.711914556, -122.416738525 37.712118127, -122.417577338 37.712302186, -122.418028137 37.712335271, -122.418283421 37.712349147)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"104","20153","12178000","South of Market","STEVENSON ST","6, 9","MCCOPPIN ST","DUBOCE AVE","Stevenson Street from Mccoppin Street to Duboce Avenue","Chicane","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.421747665 37.771641823, -122.421582535 37.769917759)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"105","20166","12104000","Sunnyside","STAPLES AVE","7","DETROIT ST","EDNA ST","Staples Avenue from Detroit Street to Edna Street","Speed Hump","2","4","2022","2022/04/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.444284269 37.72909364, -122.446564113 37.729083153)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"106","20168","12106000","Sunnyside","STAPLES AVE","7","FOERSTER ST","GENNESSEE ST","Staples Avenue from Foerster Street to Gennessee Street","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.448849436 37.729072597, -122.451131306 37.729062308)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"107","20177","12115000","Corona Heights","STATES ST","8","CASTRO ST","LEVANT ST","States Street from Castro Street to Levant Street","<Null>","<Null>","<Null>","<Null>",,"FY 2024-2025_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.435258661 37.763462837, -122.438038441 37.763294695, -122.439151615 37.763480639, -122.442180988 37.764999666, -122.442317303 37.765002719)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"108","20298","11982000","Golden Gate Park","MARTIN LUTHER KING JR DR","7","BOWLING GREEN DR","7TH AVE","Martin Luther King Jr Drive from Bowling Green Drive to 7th Avenue","Raised Crosswalk","1","8","2018","2018/08/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.460676842 37.767448811, -122.460752353 37.767384335, -122.461470638 37.767008124, -122.461830939 37.766863961, -122.461962693 37.766857581, -122.462438844 37.766904084, -122.46264994 37.766904756, -122.462944322 37.766862172, -122.464384438 37.766430031)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"109","20303","11987000","Golden Gate Park","MARTIN LUTHER KING JR DR","7","HAGIWARA TEA GARDEN DR","STOW LAKE DR","Martin Luther King Jr Drive from Hagiwara Tea Garden Drive to Streetow Lake Drive","Raised Crosswalk","1","8","2018","2018/08/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.46975824 37.769209056, -122.470117648 37.769222183, -122.470599864 37.769218375, -122.470923494 37.769195957, -122.471299901 37.76914289, -122.47156314 37.769066205, -122.471827872 37.768944848, -122.472064861 37.768787812, -122.47224504 37.768610467, -122.472342585 37.768449386, -122.472435757 37.768224599, -122.472468964 37.768062468, -122.472500931 37.767853587, -122.472583559 37.767635354, -122.472644423 37.767536888)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"110","20305","11989000","Golden Gate Park","MARTIN LUTHER KING JR DR","7","STOW LAKE DR","CROSSOVER DR","Martin Luther King Jr Drive from Streetow Lake Drive to Crossover Drive","Speed Hump","2","8","2018","2018/08/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.473279833 37.767056846, -122.473533261 37.766968698, -122.475259188 37.766470471, -122.475843727 37.766322123, -122.476807335 37.766121853, -122.47736283 37.766062487)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"111","20307","11991000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","TRANSVERSE DR","25TH AVE","Martin Luther King Jr Drive from Transverse Drive to 25th Avenue","Raised Crosswalk","1","8","2018","2018/08/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.478258962 37.76591669, -122.478373692 37.765891542, -122.478506211 37.765889318, -122.478625218 37.765898278, -122.478861288 37.765946912, -122.479028631 37.766007657, -122.479509389 37.766220931, -122.479920545 37.766413456, -122.480405545 37.766578441, -122.480856249 37.766700169, -122.481422033 37.766787088, -122.481745579 37.766801373, -122.48212922 37.766790539, -122.482371857 37.766770185)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"112","20308","11992000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","25TH AVE","METSON RD","Martin Luther King Jr Drive from 25th Avenue to Metson Road","Raised Crosswalk","1","8","2018","2018/08/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.482371857 37.766770185, -122.482605621 37.766736504, -122.483291681 37.766569362, -122.483564595 37.766549429, -122.48384626 37.766546881, -122.484156527 37.766581106, -122.484417919 37.766646835, -122.484627207 37.766726591, -122.484906921 37.766857757, -122.485223707 37.766929126, -122.485356638 37.766942228, -122.485599536 37.766935945, -122.485838969 37.766903422, -122.48610243 37.766839811, -122.486326301 37.766741801, -122.486723936 37.766531286, -122.48703974 37.766359404, -122.487559088 37.766052597, -122.487853271 37.765898611, -122.488071673 37.765802881, -122.488268869 37.765740383, -122.488688869 37.765643444, -122.48935452 37.765510781, -122.490019832 37.765419128, -122.490424573 37.76539337, -122.490737156 37.765394095, -122.491003602 37.765409683)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"113","20309","11993000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","METSON RD","SUNSET BLVD","Martin Luther King Jr Drive from Metson Rd to Sunset Boulevard","Raised Crosswalk","1","10","2018","2018/10/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.491003602 37.765409683, -122.491387232 37.765375945, -122.491720176 37.765368859, -122.492217564 37.765389199, -122.492500103 37.765407008, -122.493029079 37.765447343, -122.494092319 37.765532022, -122.49486669 37.765555877, -122.495437986 37.765533888, -122.496063128 37.765461422)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"114","20312","11996000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","CHAIN OF LAKES DR","BERNICE RODGERS WY","Martin Luther King Jr Drive from Chain Of Lakes Drive to Bernice Rodgers Way","Speed Hump","1","10","2018","2018/10/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.500857016 37.764845907, -122.502807376 37.765199708, -122.50285122 37.765221841, -122.504116888 37.765525874)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"115","20313","11997000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","BERNICE RODGERS WY","RECYCLING CENTER ACCESS RD","Martin Luther King Jr Drive from Bernice Rodgers Way to Recycling Center Access Rd","Speed Hump","1","9","2018","2018/09/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.504116888 37.765525874, -122.505590685 37.765475635, -122.506005282 37.765441428, -122.506428919 37.765379915, -122.506803168 37.765299846, -122.507685859 37.765040451, -122.507971416 37.764937537)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"116","20315","11999000","Golden Gate Park","MARTIN LUTHER KING JR DR","4","MILLWRIGHT COTTAGE ACCESS RD","LA PLAYA \ LINCOLN WY","Martin Luther King Jr Drive from Millwright Cottage Access Rd to La Placeaya \ Lincoln Way","Speed Hump","1","9","2018","2018/09/01",,"Golden Gate Park Traffic Safety","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.508364904 37.764795987, -122.509360021 37.764402954, -122.509433585 37.764231034, -122.509402192 37.764032735)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"118","20321","12005000","Crocker Amazon","SOUTH HILL BLVD","11","BALTIMORE WAY","TOYON LN","South Hill Boulevard from Baltimore Way to Toyon Lane","Speed Hump","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.430676395 37.710166446, -122.430238036 37.709507081)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
